trail ID,method,parameters,metrics,performance
374,dt,criterion = gini; max_depth = 9; max_features = 0.108945887204; min_samples_leaf = 3; min_samples_split = 4,f1 and cv,0.750 +- 0.227
375,knn,_scale = True; algorithm = ball_tree; leaf_size = 35; metric = minkowski; n_neighbors = 7; p = 3; weights = uniform,f1 and cv,0.750 +- 0.227
376,mlp,_scale = True; activation = logistic; alpha = 0.00842652778583; batch_size = auto; hidden_layer_sizes[0] = 114; hidden_layer_sizes[1] = 133; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.797 +- 0.311
377,knn,_scale = True; algorithm = ball_tree; leaf_size = 21; metric = euclidean; n_neighbors = 6; weights = uniform,f1 and cv,0.651 +- 0.513
378,mlp,_scale = True; activation = identity; alpha = 0.00401452209263; batch_size = auto; hidden_layer_sizes[0] = 61; hidden_layer_sizes[1] = 197; learning_rate = constant; learning_rate_init = 0.617695514235; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.615 +- 0.496
379,knn,_scale = True; algorithm = kd_tree; leaf_size = 49; metric = minkowski; n_neighbors = 10; p = 3; weights = distance,f1 and cv,0.670 +- 0.095
380,mlp,_scale = True; activation = tanh; alpha = 0.0073362195518; batch_size = auto; hidden_layer_sizes[0] = 215; learning_rate = adaptive; learning_rate_init = 0.0390695367536; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.861 +- 0.268
381,mlp,_scale = True; activation = identity; alpha = 0.00485582735763; batch_size = auto; beta_1 = 0.917131038685; beta_2 = 0.935884839678; hidden_layer_sizes[0] = 281; hidden_layer_sizes[1] = 265; hidden_layer_sizes[2] = 126; learning_rate_init = 0.221448368641; len(hidden_layer_sizes) = 3; solver = adam,f1 and cv,0.617 +- 0.548
382,dt,criterion = entropy; max_depth = 5; max_features = 0.166993450906; min_samples_leaf = 1; min_samples_split = 3,f1 and cv,0.429 +- 0.591
383,knn,_scale = True; algorithm = kd_tree; leaf_size = 20; metric = chebyshev; n_neighbors = 3; weights = distance,f1 and cv,0.672 +- 0.412
384,mlp,_scale = True; activation = identity; alpha = 0.00464886411401; batch_size = auto; hidden_layer_sizes[0] = 13; hidden_layer_sizes[1] = 232; learning_rate = adaptive; learning_rate_init = 0.0632747534908; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.816 +- 0.257
385,mlp,_scale = True; activation = tanh; alpha = 0.00401985656003; batch_size = auto; hidden_layer_sizes[0] = 52; hidden_layer_sizes[1] = 156; hidden_layer_sizes[2] = 213; learning_rate = constant; learning_rate_init = 0.332540258775; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.733 +- 0.415
386,knn,_scale = True; algorithm = ball_tree; leaf_size = 17; metric = chebyshev; n_neighbors = 15; weights = distance,f1 and cv,0.632 +- 0.277
387,knn,_scale = True; algorithm = kd_tree; leaf_size = 3; metric = euclidean; n_neighbors = 19; weights = distance,f1 and cv,0.773 +- 0.223
388,mlp,_scale = True; activation = tanh; alpha = 0.00305833390841; batch_size = auto; hidden_layer_sizes[0] = 34; hidden_layer_sizes[1] = 142; hidden_layer_sizes[2] = 145; learning_rate = adaptive; learning_rate_init = 0.112840364065; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.771 +- 0.272
389,gp,alpha = 0.182090203556; kernel = rational_quadratic; length_scale = 0.855181474309,f1 and cv,0.640 +- 0.371
390,mlp,_scale = True; activation = tanh; alpha = 0.00869573862285; batch_size = auto; hidden_layer_sizes[0] = 286; hidden_layer_sizes[1] = 69; hidden_layer_sizes[2] = 55; len(hidden_layer_sizes) = 3; solver = lbfgs,f1 and cv,0.687 +- 0.262
391,mlp,_scale = True; activation = identity; alpha = 0.00845461272476; batch_size = auto; hidden_layer_sizes[0] = 226; hidden_layer_sizes[1] = 72; hidden_layer_sizes[2] = 276; learning_rate = invscaling; learning_rate_init = 0.93455425833; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.741 +- 0.356
392,mlp,_scale = True; activation = logistic; alpha = 0.00561501028415; batch_size = auto; hidden_layer_sizes[0] = 163; hidden_layer_sizes[1] = 68; hidden_layer_sizes[2] = 107; learning_rate = adaptive; learning_rate_init = 0.200200463088; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.747 +- 0.054
393,logreg,C = 1.60164244522e-05; _scale = True; class_weight = balanced; dual = False; fit_intercept = True; penalty = l2; tol = 1.01690187877,f1 and cv,0.859 +- 0.170
394,knn,_scale = True; algorithm = brute; metric = manhattan; n_neighbors = 20; weights = distance,f1 and cv,0.625 +- 0.387
395,mlp,_scale = True; activation = identity; alpha = 0.00119263797158; batch_size = auto; hidden_layer_sizes[0] = 122; learning_rate = invscaling; learning_rate_init = 0.934435482261; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.652 +- 0.485
396,rf,criterion = gini; max_depth = 3; max_features = 0.150862533492; min_samples_leaf = 3; n_estimators = 100; n_jobs = -1,f1 and cv,0.761 +- 0.398
397,logreg,C = 0.967685528007; _scale = True; class_weight = balanced; dual = True; fit_intercept = True; penalty = l2; tol = 1.83932774191e-05,f1 and cv,0.709 +- 0.472
398,mlp,_scale = True; activation = identity; alpha = 0.00746032482678; batch_size = auto; hidden_layer_sizes[0] = 192; hidden_layer_sizes[1] = 126; hidden_layer_sizes[2] = 287; learning_rate = constant; learning_rate_init = 0.82811770041; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.296 +- 0.350
399,mlp,_scale = True; activation = logistic; alpha = 0.00359218773566; batch_size = auto; beta_1 = 0.90583908353; beta_2 = 0.900979473187; hidden_layer_sizes[0] = 32; hidden_layer_sizes[1] = 144; learning_rate_init = 0.28498347755; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.276 +- 0.677
400,mlp,_scale = True; activation = tanh; alpha = 0.00845076814561; batch_size = auto; hidden_layer_sizes[0] = 277; learning_rate = invscaling; learning_rate_init = 0.159481059923; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.622 +- 0.207
401,mlp,_scale = True; activation = relu; alpha = 0.000195331257204; batch_size = auto; beta_1 = 0.920194042804; beta_2 = 0.975423056122; hidden_layer_sizes[0] = 190; hidden_layer_sizes[1] = 59; hidden_layer_sizes[2] = 253; learning_rate_init = 0.169574009451; len(hidden_layer_sizes) = 3; solver = adam,f1 and cv,0.400 +- 0.653
402,mlp,_scale = True; activation = identity; alpha = 0.00329927031433; batch_size = auto; beta_1 = 0.941757958353; beta_2 = 0.984237582581; hidden_layer_sizes[0] = 93; learning_rate_init = 0.901945226902; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.701 +- 0.255
403,rf,criterion = entropy; max_depth = 2; max_features = 0.41285462442; min_samples_leaf = 2; n_estimators = 100; n_jobs = -1,f1 and cv,0.632 +- 0.368
404,mlp,_scale = True; activation = relu; alpha = 0.000428898465953; batch_size = auto; beta_1 = 0.959339229263; beta_2 = 0.994065423552; hidden_layer_sizes[0] = 27; learning_rate_init = 0.795784105474; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.850 +- 0.274
405,logreg,C = 4.5460426167; _scale = True; class_weight = balanced; fit_intercept = False; penalty = l1; tol = 1.40360408069e-05,f1 and cv,0.681 +- 0.304
406,mlp,_scale = True; activation = tanh; alpha = 0.0028229308381; batch_size = auto; hidden_layer_sizes[0] = 197; hidden_layer_sizes[1] = 135; learning_rate = invscaling; learning_rate_init = 0.168697613502; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.703 +- 0.225
407,knn,_scale = True; algorithm = brute; metric = minkowski; n_neighbors = 6; p = 1; weights = uniform,f1 and cv,0.705 +- 0.435
408,logreg,C = 1252.28657932; _scale = True; class_weight = balanced; fit_intercept = True; penalty = l1; tol = 0.0136986779605,f1 and cv,0.807 +- 0.237
409,mlp,_scale = True; activation = logistic; alpha = 0.00741827562275; batch_size = auto; hidden_layer_sizes[0] = 194; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.590 +- 0.151
410,mlp,_scale = True; activation = tanh; alpha = 0.00622598644367; batch_size = auto; hidden_layer_sizes[0] = 270; learning_rate = constant; learning_rate_init = 0.354688363605; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.726 +- 0.206
411,mlp,_scale = True; activation = logistic; alpha = 0.00788566657083; batch_size = auto; hidden_layer_sizes[0] = 229; hidden_layer_sizes[1] = 126; learning_rate = adaptive; learning_rate_init = 0.950873013335; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.133 +- 0.533
412,knn,_scale = True; algorithm = ball_tree; leaf_size = 39; metric = euclidean; n_neighbors = 14; weights = distance,f1 and cv,0.826 +- 0.138
413,mlp,_scale = True; activation = relu; alpha = 0.00537555401414; batch_size = auto; hidden_layer_sizes[0] = 113; hidden_layer_sizes[1] = 197; hidden_layer_sizes[2] = 73; learning_rate = invscaling; learning_rate_init = 0.0267762886009; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.745 +- 0.274
414,mlp,_scale = True; activation = relu; alpha = 0.000745945658486; batch_size = auto; hidden_layer_sizes[0] = 236; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.695 +- 0.163
415,mlp,_scale = True; activation = relu; alpha = 0.000283001198362; batch_size = auto; hidden_layer_sizes[0] = 203; learning_rate = adaptive; learning_rate_init = 0.706117587961; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.749 +- 0.250
416,mlp,_scale = True; activation = logistic; alpha = 0.00730978534392; batch_size = auto; hidden_layer_sizes[0] = 230; hidden_layer_sizes[1] = 206; hidden_layer_sizes[2] = 134; learning_rate = invscaling; learning_rate_init = 0.440721884626; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.533 +- 0.533
417,knn,_scale = True; algorithm = ball_tree; leaf_size = 11; metric = minkowski; n_neighbors = 9; p = 1; weights = distance,f1 and cv,0.669 +- 0.364
418,mlp,_scale = True; activation = logistic; alpha = 0.000171271671167; batch_size = auto; beta_1 = 0.913623948599; beta_2 = 0.802750244192; hidden_layer_sizes[0] = 21; learning_rate_init = 0.339338004717; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.700 +- 0.082
419,mlp,_scale = True; activation = tanh; alpha = 0.00146966504813; batch_size = auto; hidden_layer_sizes[0] = 64; hidden_layer_sizes[1] = 284; hidden_layer_sizes[2] = 271; learning_rate = invscaling; learning_rate_init = 0.67622687065; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.676 +- 0.221
420,mlp,_scale = True; activation = logistic; alpha = 0.00284583323507; batch_size = auto; hidden_layer_sizes[0] = 284; hidden_layer_sizes[1] = 278; hidden_layer_sizes[2] = 29; len(hidden_layer_sizes) = 3; solver = lbfgs,f1 and cv,0.615 +- 0.327
421,mlp,_scale = True; activation = relu; alpha = 0.00246551206649; batch_size = auto; hidden_layer_sizes[0] = 126; learning_rate = constant; learning_rate_init = 0.786268327469; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.757 +- 0.278
422,mlp,_scale = True; activation = relu; alpha = 0.0029147398737; batch_size = auto; hidden_layer_sizes[0] = 250; hidden_layer_sizes[1] = 65; hidden_layer_sizes[2] = 295; learning_rate = constant; learning_rate_init = 0.803964441675; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.699 +- 0.157
423,knn,_scale = True; algorithm = kd_tree; leaf_size = 27; metric = chebyshev; n_neighbors = 19; weights = uniform,f1 and cv,0.750 +- 0.059
424,mlp,_scale = True; activation = relu; alpha = 0.0081261216967; batch_size = auto; beta_1 = 0.908411404654; beta_2 = 0.847630903201; hidden_layer_sizes[0] = 12; hidden_layer_sizes[1] = 121; learning_rate_init = 0.143989380824; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.769 +- 0.428
425,mlp,_scale = True; activation = tanh; alpha = 0.00100939898622; batch_size = auto; beta_1 = 0.844457073643; beta_2 = 0.838067121764; hidden_layer_sizes[0] = 63; learning_rate_init = 0.717866049935; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.750 +- 0.170
426,mlp,_scale = True; activation = logistic; alpha = 0.00288914414818; batch_size = auto; hidden_layer_sizes[0] = 67; hidden_layer_sizes[1] = 142; learning_rate = invscaling; learning_rate_init = 0.352955841168; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.702 +- 0.490
427,knn,_scale = True; algorithm = kd_tree; leaf_size = 30; metric = manhattan; n_neighbors = 20; weights = uniform,f1 and cv,0.832 +- 0.124
428,mlp,_scale = True; activation = identity; alpha = 0.00140816205686; batch_size = auto; hidden_layer_sizes[0] = 10; learning_rate = adaptive; learning_rate_init = 0.0944175784958; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.750 +- 0.170
429,mlp,_scale = True; activation = identity; alpha = 0.00783662044065; batch_size = auto; hidden_layer_sizes[0] = 239; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.707 +- 0.294
430,mnb,_scale_minmax = True; alpha = 0.492055291906; class_prior = None; fit_prior = 1,f1 and cv,0.712 +- 0.456
431,logreg,C = 0.000278916797761; _scale = True; class_weight = balanced; dual = True; fit_intercept = False; penalty = l2; tol = 0.0206323536789,f1 and cv,0.663 +- 0.380
432,knn,_scale = True; algorithm = kd_tree; leaf_size = 29; metric = euclidean; n_neighbors = 15; weights = uniform,f1 and cv,0.794 +- 0.262
433,knn,_scale = True; algorithm = ball_tree; leaf_size = 12; metric = chebyshev; n_neighbors = 18; weights = uniform,f1 and cv,0.793 +- 0.068
434,mlp,_scale = True; activation = identity; alpha = 0.00208091410978; batch_size = auto; beta_1 = 0.816252078499; beta_2 = 0.870129705441; hidden_layer_sizes[0] = 34; hidden_layer_sizes[1] = 113; learning_rate_init = 0.389325580924; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.699 +- 0.337
435,logreg,C = 0.0296010907802; _scale = True; class_weight = balanced; dual = False; fit_intercept = False; penalty = l2; tol = 0.0158808734364,f1 and cv,0.830 +- 0.288
436,mlp,_scale = True; activation = relu; alpha = 0.000511133897707; batch_size = auto; hidden_layer_sizes[0] = 121; hidden_layer_sizes[1] = 30; hidden_layer_sizes[2] = 275; len(hidden_layer_sizes) = 3; solver = lbfgs,f1 and cv,0.729 +- 0.307
437,mlp,_scale = True; activation = tanh; alpha = 0.00227938787745; batch_size = auto; hidden_layer_sizes[0] = 269; hidden_layer_sizes[1] = 262; learning_rate = constant; learning_rate_init = 0.140202485062; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.788 +- 0.240
438,mlp,_scale = True; activation = relu; alpha = 0.00593079281063; batch_size = auto; hidden_layer_sizes[0] = 52; hidden_layer_sizes[1] = 231; learning_rate = invscaling; learning_rate_init = 0.240954688484; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.881 +- 0.132
439,mlp,_scale = True; activation = identity; alpha = 0.00636815513417; batch_size = auto; hidden_layer_sizes[0] = 300; hidden_layer_sizes[1] = 136; hidden_layer_sizes[2] = 47; len(hidden_layer_sizes) = 3; solver = lbfgs,f1 and cv,0.691 +- 0.238
440,mlp,_scale = True; activation = relu; alpha = 0.00162899152143; batch_size = auto; hidden_layer_sizes[0] = 143; hidden_layer_sizes[1] = 274; learning_rate = constant; learning_rate_init = 0.937026101117; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.500 +- 0.566
441,knn,_scale = True; algorithm = brute; metric = minkowski; n_neighbors = 5; p = 1; weights = distance,f1 and cv,0.753 +- 0.098
442,mlp,_scale = True; activation = relu; alpha = 0.00218070458954; batch_size = auto; hidden_layer_sizes[0] = 25; learning_rate = invscaling; learning_rate_init = 0.662341323068; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.583 +- 0.676
443,mlp,_scale = True; activation = tanh; alpha = 0.00062661613995; batch_size = auto; hidden_layer_sizes[0] = 214; learning_rate = adaptive; learning_rate_init = 0.945407980255; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.775 +- 0.128
444,mlp,_scale = True; activation = tanh; alpha = 0.00563969847861; batch_size = auto; hidden_layer_sizes[0] = 119; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.803 +- 0.295
445,mlp,_scale = True; activation = relu; alpha = 0.000307091673804; batch_size = auto; hidden_layer_sizes[0] = 86; hidden_layer_sizes[1] = 212; learning_rate = adaptive; learning_rate_init = 0.908847725115; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.727 +- 0.338
446,mlp,_scale = True; activation = tanh; alpha = 0.00732152637602; batch_size = auto; hidden_layer_sizes[0] = 205; hidden_layer_sizes[1] = 139; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.791 +- 0.290
447,svm,C = 0.0368614581556; _scale = True; cache_size = 15000; class_weight = balanced; coef0 = 318; gamma = 0.000384642071511; kernel = sigmoid; max_iter = 50000; probability = True; shrinking = True,f1 and cv,0.246 +- 0.603
448,knn,_scale = True; algorithm = kd_tree; leaf_size = 40; metric = manhattan; n_neighbors = 17; weights = distance,f1 and cv,0.902 +- 0.182
449,knn,_scale = True; algorithm = brute; metric = manhattan; n_neighbors = 9; weights = uniform,f1 and cv,0.727 +- 0.193
450,knn,_scale = True; algorithm = brute; metric = euclidean; n_neighbors = 10; weights = distance,f1 and cv,0.761 +- 0.398
451,mlp,_scale = True; activation = identity; alpha = 0.000426457511073; batch_size = auto; hidden_layer_sizes[0] = 161; hidden_layer_sizes[1] = 292; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.872 +- 0.175
452,knn,_scale = True; algorithm = ball_tree; leaf_size = 37; metric = manhattan; n_neighbors = 9; weights = distance,f1 and cv,0.638 +- 0.284
453,mlp,_scale = True; activation = logistic; alpha = 0.00540399487598; batch_size = auto; hidden_layer_sizes[0] = 115; hidden_layer_sizes[1] = 136; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.661 +- 0.700
454,mlp,_scale = True; activation = relu; alpha = 0.00771470852914; batch_size = auto; hidden_layer_sizes[0] = 5; hidden_layer_sizes[1] = 165; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.842 +- 0.250
455,knn,_scale = True; algorithm = ball_tree; leaf_size = 28; metric = manhattan; n_neighbors = 4; weights = uniform,f1 and cv,0.681 +- 0.132
456,mlp,_scale = True; activation = tanh; alpha = 0.00253079358354; batch_size = auto; beta_1 = 0.823794545233; beta_2 = 0.948546494758; hidden_layer_sizes[0] = 295; hidden_layer_sizes[1] = 82; learning_rate_init = 0.667021938282; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.742 +- 0.308
457,knn,_scale = True; algorithm = brute; metric = euclidean; n_neighbors = 11; weights = uniform,f1 and cv,0.753 +- 0.249
458,mlp,_scale = True; activation = identity; alpha = 0.00685358608646; batch_size = auto; hidden_layer_sizes[0] = 11; hidden_layer_sizes[1] = 229; learning_rate = adaptive; learning_rate_init = 0.452907530524; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.676 +- 0.469
459,gp,kernel = exp_sine_squared; length_scale = 7.11795937741; periodicity = 0,f1 and cv,0.283 +- 0.696
460,mlp,_scale = True; activation = tanh; alpha = 0.0063995280768; batch_size = auto; hidden_layer_sizes[0] = 70; hidden_layer_sizes[1] = 123; learning_rate = adaptive; learning_rate_init = 0.58052736282; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.731 +- 0.163
461,knn,_scale = True; algorithm = kd_tree; leaf_size = 37; metric = minkowski; n_neighbors = 6; p = 3; weights = uniform,f1 and cv,0.729 +- 0.201
462,mlp,_scale = True; activation = relu; alpha = 0.00331037145362; batch_size = auto; hidden_layer_sizes[0] = 80; hidden_layer_sizes[1] = 270; hidden_layer_sizes[2] = 286; learning_rate = adaptive; learning_rate_init = 0.313104479189; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.700 +- 0.380
463,dt,criterion = gini; max_depth = 9; max_features = 0.138857531509; min_samples_leaf = 3; min_samples_split = 4,f1 and cv,0.644 +- 0.225
464,knn,_scale = True; algorithm = ball_tree; leaf_size = 34; metric = minkowski; n_neighbors = 7; p = 3; weights = uniform,f1 and cv,0.648 +- 0.436
465,knn,_scale = True; algorithm = brute; metric = chebyshev; n_neighbors = 5; weights = uniform,f1 and cv,0.682 +- 0.431
466,svm,C = 102.258926361; _scale = True; cache_size = 15000; class_weight = balanced; kernel = linear; max_iter = 50000; probability = True; shrinking = True,f1 and cv,0.677 +- 0.325
467,mlp,_scale = True; activation = identity; alpha = 0.00184403295863; batch_size = auto; hidden_layer_sizes[0] = 12; learning_rate = constant; learning_rate_init = 0.752839342155; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.791 +- 0.127
468,knn,_scale = True; algorithm = brute; metric = chebyshev; n_neighbors = 4; weights = distance,f1 and cv,0.709 +- 0.138
469,mlp,_scale = True; activation = tanh; alpha = 0.00137294889179; batch_size = auto; beta_1 = 0.959866560165; beta_2 = 0.821066085136; hidden_layer_sizes[0] = 284; hidden_layer_sizes[1] = 201; hidden_layer_sizes[2] = 255; learning_rate_init = 0.736644894148; len(hidden_layer_sizes) = 3; solver = adam,f1 and cv,0.569 +- 0.673
470,mlp,_scale = True; activation = identity; alpha = 0.000486219422539; batch_size = auto; hidden_layer_sizes[0] = 185; hidden_layer_sizes[1] = 9; learning_rate = invscaling; learning_rate_init = 0.641659882016; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.819 +- 0.154
471,mlp,_scale = True; activation = tanh; alpha = 0.00747570700742; batch_size = auto; hidden_layer_sizes[0] = 47; hidden_layer_sizes[1] = 208; hidden_layer_sizes[2] = 292; learning_rate = constant; learning_rate_init = 0.21112595927; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.798 +- 0.146
472,svm,C = 1.31126672447e-05; _scale = True; cache_size = 15000; class_weight = balanced; coef0 = -290; degree = 2; gamma = 0.00208706079903; kernel = poly; max_iter = 50000; probability = True; shrinking = True,f1 and cv,0.000 +- 0.000
473,knn,_scale = True; algorithm = kd_tree; leaf_size = 49; metric = minkowski; n_neighbors = 9; p = 2; weights = distance,f1 and cv,0.737 +- 0.280
474,knn,_scale = True; algorithm = ball_tree; leaf_size = 21; metric = euclidean; n_neighbors = 7; weights = uniform,f1 and cv,0.715 +- 0.189
475,knn,_scale = True; algorithm = kd_tree; leaf_size = 3; metric = euclidean; n_neighbors = 19; weights = distance,f1 and cv,0.741 +- 0.123
476,mlp,_scale = True; activation = logistic; alpha = 0.00396031698603; batch_size = auto; hidden_layer_sizes[0] = 124; hidden_layer_sizes[1] = 79; learning_rate = constant; learning_rate_init = 0.564636871594; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.552 +- 0.554
477,knn,_scale = True; algorithm = kd_tree; leaf_size = 20; metric = chebyshev; n_neighbors = 4; weights = distance,f1 and cv,0.667 +- 0.266
478,mlp,_scale = True; activation = logistic; alpha = 0.00556180166425; batch_size = auto; hidden_layer_sizes[0] = 131; learning_rate = invscaling; learning_rate_init = 0.160243869884; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.779 +- 0.237
479,mlp,_scale = True; activation = tanh; alpha = 0.00120699276098; batch_size = auto; hidden_layer_sizes[0] = 38; hidden_layer_sizes[1] = 145; hidden_layer_sizes[2] = 143; learning_rate = adaptive; learning_rate_init = 0.747669498487; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.770 +- 0.320
480,mlp,_scale = True; activation = logistic; alpha = 0.00444853705037; batch_size = auto; hidden_layer_sizes[0] = 199; learning_rate = adaptive; learning_rate_init = 0.0274133674446; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.743 +- 0.360
481,mlp,_scale = True; activation = logistic; alpha = 0.001720610868; batch_size = auto; hidden_layer_sizes[0] = 173; learning_rate = constant; learning_rate_init = 0.444987370156; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.623 +- 0.046
482,mlp,_scale = True; activation = identity; alpha = 0.000891053940475; batch_size = auto; hidden_layer_sizes[0] = 268; hidden_layer_sizes[1] = 65; learning_rate = constant; learning_rate_init = 0.739013351708; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.407 +- 0.502
483,mlp,_scale = True; activation = identity; alpha = 0.00665577663657; batch_size = auto; beta_1 = 0.83627310194; beta_2 = 0.841887465659; hidden_layer_sizes[0] = 146; hidden_layer_sizes[1] = 239; hidden_layer_sizes[2] = 158; learning_rate_init = 0.383080936147; len(hidden_layer_sizes) = 3; solver = adam,f1 and cv,0.670 +- 0.315
484,knn,_scale = True; algorithm = ball_tree; leaf_size = 16; metric = chebyshev; n_neighbors = 15; weights = distance,f1 and cv,0.571 +- 0.369
485,mlp,_scale = True; activation = logistic; alpha = 0.00627313306934; batch_size = auto; beta_1 = 0.929895349149; beta_2 = 0.883694176744; hidden_layer_sizes[0] = 128; hidden_layer_sizes[1] = 71; hidden_layer_sizes[2] = 189; learning_rate_init = 0.208134673461; len(hidden_layer_sizes) = 3; solver = adam,f1 and cv,0.369 +- 0.603
486,mlp,_scale = True; activation = identity; alpha = 0.00453565697523; batch_size = auto; hidden_layer_sizes[0] = 294; hidden_layer_sizes[1] = 36; hidden_layer_sizes[2] = 107; learning_rate = invscaling; learning_rate_init = 0.151870545818; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.789 +- 0.087
487,mlp,_scale = True; activation = tanh; alpha = 0.0043695975583; batch_size = auto; hidden_layer_sizes[0] = 84; hidden_layer_sizes[1] = 84; hidden_layer_sizes[2] = 296; len(hidden_layer_sizes) = 3; solver = lbfgs,f1 and cv,0.743 +- 0.212
488,logreg,C = 1.52099093805e-05; _scale = True; class_weight = balanced; dual = False; fit_intercept = True; penalty = l2; tol = 0.493534653924,f1 and cv,0.793 +- 0.158
489,gp,alpha = 0.00587756090147; kernel = rational_quadratic; length_scale = 0.778148394697,f1 and cv,0.468 +- 0.592
490,mlp,_scale = True; activation = logistic; alpha = 0.00078367842815; batch_size = auto; hidden_layer_sizes[0] = 169; hidden_layer_sizes[1] = 67; hidden_layer_sizes[2] = 109; learning_rate = adaptive; learning_rate_init = 0.275981871226; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.133 +- 0.533
491,dt,criterion = entropy; max_depth = 5; max_features = 0.667360237316; min_samples_leaf = 1; min_samples_split = 3,f1 and cv,0.601 +- 0.208
492,mlp,_scale = True; activation = logistic; alpha = 0.00691480278598; batch_size = auto; hidden_layer_sizes[0] = 217; hidden_layer_sizes[1] = 264; hidden_layer_sizes[2] = 30; learning_rate = constant; learning_rate_init = 0.16514303414; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.000 +- 0.000
493,rf,criterion = gini; max_depth = 3; max_features = 0.10933184867; min_samples_leaf = 3; n_estimators = 100; n_jobs = -1,f1 and cv,0.676 +- 0.456
494,mlp,_scale = True; activation = relu; alpha = 0.00769076251375; batch_size = auto; beta_1 = 0.852683579836; beta_2 = 0.985173521755; hidden_layer_sizes[0] = 26; learning_rate_init = 0.578940068582; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.712 +- 0.205
495,knn,_scale = True; algorithm = brute; metric = manhattan; n_neighbors = 20; weights = distance,f1 and cv,0.769 +- 0.203
496,knn,_scale = True; algorithm = ball_tree; leaf_size = 38; metric = euclidean; n_neighbors = 14; weights = distance,f1 and cv,0.767 +- 0.149
497,mlp,_scale = True; activation = identity; alpha = 0.00652788140446; batch_size = auto; hidden_layer_sizes[0] = 121; learning_rate = invscaling; learning_rate_init = 0.904858902526; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.829 +- 0.355
